Year,Age,Gender,Educational Attainment,Personal Income,Population Count
2001/1/12 0:00,00 to 17,Female,"College, less than 4-yr degree","B: 5,000 to 9,999",1871
2001/1/12 0:00,00 to 17,Female,"College, less than 4-yr degree","C: 10,000 to 14,999",2046
2001/1/12 0:00,00 to 17,Female,No high school diploma,"D: 15,000 to 24,999",2075
2001/1/12 0:00,00 to 17,Male,"College, less than 4-yr degree","C: 10,000 to 14,999",3208
2001/1/12 0:00,00 to 17,Female,"College, less than 4-yr degree","A: 0 to 4,999",4102
2001/1/12 0:00,18 to 64,Female,No high school diploma,"H: 75,000 and over",4142
2001/1/12 0:00,00 to 17,Male,No high school diploma,"C: 10,000 to 14,999",4166
2001/1/12 0:00,00 to 17,Female,No high school diploma,"C: 10,000 to 14,999",5318
2001/1/12 0:00,65 to 80+,Male,"College, less than 4-yr degree","A: 0 to 4,999",6274
2001/1/12 0:00,00 to 17,Female,High school or equivalent,"A: 0 to 4,999",6291
2001/1/12 0:00,18 to 64,Female,No high school diploma,"G: 50,000 to 74,999",7581
2001/1/12 0:00,65 to 80+,Male,No high school diploma,"H: 75,000 and over",7813
2001/1/12 0:00,65 to 80+,Female,No high school diploma,"E: 25,000 to 34,999",8966
2001/1/12 0:00,65 to 80+,Female,No high school diploma,"G: 50,000 to 74,999",9308
2001/1/12 0:00,65 to 80+,Female,No high school diploma,"F: 35,000 to 49,999",9325
2001/1/12 0:00,00 to 17,Male,No high school diploma,"D: 15,000 to 24,999",9647
2001/1/12 0:00,65 to 80+,Female,Bachelor's degree or higher,"A: 0 to 4,999",11184
2001/1/12 0:00,65 to 80+,Male,No high school diploma,"G: 50,000 to 74,999",12515
2001/1/12 0:00,65 to 80+,Male,Bachelor's degree or higher,"A: 0 to 4,999",14562
2001/1/12 0:00,65 to 80+,Male,Bachelor's degree or higher,"B: 5,000 to 9,999",16823
2001/1/12 0:00,65 to 80+,Male,No high school diploma,"F: 35,000 to 49,999",19530
2001/1/12 0:00,65 to 80+,Male,High school or equivalent,"H: 75,000 and over",21430
2001/1/12 0:00,65 to 80+,Male,High school or equivalent,"G: 50,000 to 74,999",21505
2001/1/12 0:00,65 to 80+,Female,"College, less than 4-yr degree","H: 75,000 and over",23888
2001/1/12 0:00,65 to 80+,Female,High school or equivalent,"H: 75,000 and over",26205
2001/1/12 0:00,65 to 80+,Male,"College, less than 4-yr degree","B: 5,000 to 9,999",27496
2001/1/12 0:00,00 to 17,Female,No high school diploma,"B: 5,000 to 9,999",27841
2001/1/12 0:00,65 to 80+,Female,"College, less than 4-yr degree","A: 0 to 4,999",28392
2001/1/12 0:00,00 to 17,Male,No high school diploma,"B: 5,000 to 9,999",28609
2001/1/12 0:00,18 to 64,Female,No high school diploma,"F: 35,000 to 49,999",31925
2001/1/12 0:00,65 to 80+,Male,High school or equivalent,"B: 5,000 to 9,999",34505
2001/1/12 0:00,65 to 80+,Female,"College, less than 4-yr degree","F: 35,000 to 49,999",34919
2001/1/12 0:00,65 to 80+,Female,High school or equivalent,"G: 50,000 to 74,999",35359
2001/1/12 0:00,18 to 64,Male,No high school diploma,"H: 75,000 and over",37162
2001/1/12 0:00,65 to 80+,Male,No high school diploma,"E: 25,000 to 34,999",38125
2001/1/12 0:00,65 to 80+,Male,Bachelor's degree or higher,"C: 10,000 to 14,999",39590
2001/1/12 0:00,65 to 80+,Female,High school or equivalent,"A: 0 to 4,999",40812
2001/1/12 0:00,65 to 80+,Male,High school or equivalent,"C: 10,000 to 14,999",42768
2001/1/12 0:00,65 to 80+,Female,High school or equivalent,"F: 35,000 to 49,999",43410
2001/1/12 0:00,65 to 80+,Female,"College, less than 4-yr degree","G: 50,000 to 74,999",43737
2001/1/12 0:00,65 to 80+,Male,No high school diploma,"A: 0 to 4,999",43797
2001/1/12 0:00,18 to 64,Female,High school or equivalent,"H: 75,000 and over",55907
2001/1/12 0:00,65 to 80+,Female,"College, less than 4-yr degree","B: 5,000 to 9,999",57101
2001/1/12 0:00,65 to 80+,Male,"College, less than 4-yr degree","H: 75,000 and over",59412
2001/1/12 0:00,65 to 80+,Female,Bachelor's degree or higher,"B: 5,000 to 9,999",61123
2001/1/12 0:00,65 to 80+,Male,"College, less than 4-yr degree","G: 50,000 to 74,999",61326
2001/1/12 0:00,65 to 80+,Male,High school or equivalent,"F: 35,000 to 49,999",62391
2001/1/12 0:00,65 to 80+,Male,"College, less than 4-yr degree","C: 10,000 to 14,999",62706
2001/1/12 0:00,65 to 80+,Male,High school or equivalent,"E: 25,000 to 34,999",63083
2001/1/12 0:00,65 to 80+,Female,High school or equivalent,"E: 25,000 to 34,999",65999
2001/1/12 0:00,65 to 80+,Male,No high school diploma,"B: 5,000 to 9,999",66775
2001/1/12 0:00,65 to 80+,Female,Bachelor's degree or higher,"E: 25,000 to 34,999",68744
2001/1/12 0:00,65 to 80+,Female,Bachelor's degree or higher,"H: 75,000 and over",71088
2001/1/12 0:00,65 to 80+,Female,Bachelor's degree or higher,"C: 10,000 to 14,999",71204
2001/1/12 0:00,65 to 80+,Male,"College, less than 4-yr degree","F: 35,000 to 49,999",74258
2001/1/12 0:00,65 to 80+,Female,Bachelor's degree or higher,"G: 50,000 to 74,999",75288
2001/1/12 0:00,65 to 80+,Male,No high school diploma,"D: 15,000 to 24,999",75781
2001/1/12 0:00,65 to 80+,Female,No high school diploma,"A: 0 to 4,999",78939
2001/1/12 0:00,65 to 80+,Male,"College, less than 4-yr degree","E: 25,000 to 34,999",81133
2001/1/12 0:00,65 to 80+,Female,Bachelor's degree or higher,"D: 15,000 to 24,999",81556
2001/1/12 0:00,18 to 64,Male,Bachelor's degree or higher,"B: 5,000 to 9,999",84310
2001/1/12 0:00,65 to 80+,Female,"College, less than 4-yr degree","E: 25,000 to 34,999",84364
2001/1/12 0:00,18 to 64,Male,No high school diploma,"G: 50,000 to 74,999",85944
2001/1/12 0:00,65 to 80+,Male,No high school diploma,"C: 10,000 to 14,999",87788
2001/1/12 0:00,65 to 80+,Male,Bachelor's degree or higher,"F: 35,000 to 49,999",91063
2001/1/12 0:00,18 to 64,Male,Bachelor's degree or higher,"C: 10,000 to 14,999",92147
2001/1/12 0:00,65 to 80+,Female,No high school diploma,"D: 15,000 to 24,999",93246
2001/1/12 0:00,18 to 64,Female,No high school diploma,"E: 25,000 to 34,999",98037
2001/1/12 0:00,65 to 80+,Female,Bachelor's degree or higher,"F: 35,000 to 49,999",99010
2001/1/12 0:00,65 to 80+,Female,"College, less than 4-yr degree","C: 10,000 to 14,999",103317
2001/1/12 0:00,65 to 80+,Male,"College, less than 4-yr degree","D: 15,000 to 24,999",106452
2001/1/12 0:00,65 to 80+,Male,Bachelor's degree or higher,"D: 15,000 to 24,999",106794
2001/1/12 0:00,65 to 80+,Male,Bachelor's degree or higher,"E: 25,000 to 34,999",107542
2001/1/12 0:00,65 to 80+,Male,High school or equivalent,"D: 15,000 to 24,999",122757
2001/1/12 0:00,65 to 80+,Female,No high school diploma,"C: 10,000 to 14,999",128893
2001/1/12 0:00,18 to 64,Female,High school or equivalent,"G: 50,000 to 74,999",132765
2001/1/12 0:00,65 to 80+,Male,Bachelor's degree or higher,"G: 50,000 to 74,999",136530
2001/1/12 0:00,65 to 80+,Female,High school or equivalent,"B: 5,000 to 9,999",138731
2001/1/12 0:00,18 to 64,Male,Bachelor's degree or higher,"A: 0 to 4,999",143162
2001/1/12 0:00,65 to 80+,Female,"College, less than 4-yr degree","D: 15,000 to 24,999",146503
2001/1/12 0:00,18 to 64,Female,Bachelor's degree or higher,"C: 10,000 to 14,999",147701
2001/1/12 0:00,18 to 64,Male,High school or equivalent,"H: 75,000 and over",168064
2001/1/12 0:00,65 to 80+,Female,High school or equivalent,"C: 10,000 to 14,999",168905
2001/1/12 0:00,65 to 80+,Female,No high school diploma,"B: 5,000 to 9,999",171363
2001/1/12 0:00,18 to 64,Female,Bachelor's degree or higher,"B: 5,000 to 9,999",181728
2001/1/12 0:00,18 to 64,Female,"College, less than 4-yr degree","H: 75,000 and over",200267
2001/1/12 0:00,65 to 80+,Female,High school or equivalent,"D: 15,000 to 24,999",202994
2001/1/12 0:00,65 to 80+,Male,Bachelor's degree or higher,"H: 75,000 and over",207930
2001/1/12 0:00,18 to 64,Male,No high school diploma,"F: 35,000 to 49,999",220388
2001/1/12 0:00,18 to 64,Male,High school or equivalent,"B: 5,000 to 9,999",223998
2001/1/12 0:00,18 to 64,Male,Bachelor's degree or higher,"D: 15,000 to 24,999",226292
2001/1/12 0:00,18 to 64,Male,Bachelor's degree or higher,"E: 25,000 to 34,999",229693
2001/1/12 0:00,18 to 64,Male,No high school diploma,"B: 5,000 to 9,999",234399
2001/1/12 0:00,18 to 64,Female,No high school diploma,"C: 10,000 to 14,999",249688
2001/1/12 0:00,18 to 64,Male,"College, less than 4-yr degree","C: 10,000 to 14,999",254478
2001/1/12 0:00,18 to 64,Female,High school or equivalent,"F: 35,000 to 49,999",255299
2001/1/12 0:00,18 to 64,Female,No high school diploma,"B: 5,000 to 9,999",279793
2001/1/12 0:00,18 to 64,Female,Bachelor's degree or higher,"D: 15,000 to 24,999",283574
2001/1/12 0:00,18 to 64,Male,No high school diploma,"E: 25,000 to 34,999",285220
2001/1/12 0:00,18 to 64,Female,High school or equivalent,"C: 10,000 to 14,999",285836
2001/1/12 0:00,18 to 64,Female,High school or equivalent,"B: 5,000 to 9,999",289183
2001/1/12 0:00,18 to 64,Male,High school or equivalent,"C: 10,000 to 14,999",291838
2001/1/12 0:00,18 to 64,Male,"College, less than 4-yr degree","B: 5,000 to 9,999",295051
2001/1/12 0:00,18 to 64,Male,No high school diploma,"C: 10,000 to 14,999",296619
2001/1/12 0:00,18 to 64,Female,Bachelor's degree or higher,"E: 25,000 to 34,999",310527
2001/1/12 0:00,18 to 64,Female,High school or equivalent,"E: 25,000 to 34,999",317656
2001/1/12 0:00,18 to 64,Female,No high school diploma,"D: 15,000 to 24,999",335644
2001/1/12 0:00,18 to 64,Female,Bachelor's degree or higher,"A: 0 to 4,999",337101
2001/1/12 0:00,18 to 64,Female,"College, less than 4-yr degree","G: 50,000 to 74,999",340166
2001/1/12 0:00,18 to 64,Male,No high school diploma,"A: 0 to 4,999",357363
2001/1/12 0:00,18 to 64,Female,"College, less than 4-yr degree","C: 10,000 to 14,999",364362
2001/1/12 0:00,18 to 64,Male,"College, less than 4-yr degree","E: 25,000 to 34,999",366349
2001/1/12 0:00,18 to 64,Female,"College, less than 4-yr degree","B: 5,000 to 9,999",375121
2001/1/12 0:00,18 to 64,Male,"College, less than 4-yr degree","A: 0 to 4,999",385337
2001/1/12 0:00,18 to 64,Male,High school or equivalent,"G: 50,000 to 74,999",387094
2001/1/12 0:00,18 to 64,Male,Bachelor's degree or higher,"F: 35,000 to 49,999",402570
2001/1/12 0:00,18 to 64,Male,High school or equivalent,"E: 25,000 to 34,999",403456
2001/1/12 0:00,18 to 64,Male,High school or equivalent,"F: 35,000 to 49,999",430104
2001/1/12 0:00,18 to 64,Male,"College, less than 4-yr degree","F: 35,000 to 49,999",438565
2001/1/12 0:00,18 to 64,Male,"College, less than 4-yr degree","G: 50,000 to 74,999",449158
2001/1/12 0:00,18 to 64,Male,High school or equivalent,"A: 0 to 4,999",453889
2001/1/12 0:00,18 to 64,Female,"College, less than 4-yr degree","E: 25,000 to 34,999",456854
2001/1/12 0:00,18 to 64,Male,"College, less than 4-yr degree","D: 15,000 to 24,999",457806
2001/1/12 0:00,18 to 64,Female,"College, less than 4-yr degree","F: 35,000 to 49,999",471354
2001/1/12 0:00,18 to 64,Male,"College, less than 4-yr degree","H: 75,000 and over",477728
2001/1/12 0:00,18 to 64,Female,High school or equivalent,"D: 15,000 to 24,999",478261
2001/1/12 0:00,18 to 64,Male,No high school diploma,"D: 15,000 to 24,999",478466
2001/1/12 0:00,18 to 64,Female,Bachelor's degree or higher,"F: 35,000 to 49,999",485498
2001/1/12 0:00,18 to 64,Male,High school or equivalent,"D: 15,000 to 24,999",533300
2001/1/12 0:00,18 to 64,Female,"College, less than 4-yr degree","A: 0 to 4,999",544361
2001/1/12 0:00,18 to 64,Male,Bachelor's degree or higher,"G: 50,000 to 74,999",552522
2001/1/12 0:00,18 to 64,Female,High school or equivalent,"A: 0 to 4,999",569172
2001/1/12 0:00,18 to 64,Female,"College, less than 4-yr degree","D: 15,000 to 24,999",609758
2001/1/12 0:00,00 to 17,Female,No high school diploma,"A: 0 to 4,999",641084
2001/1/12 0:00,18 to 64,Female,Bachelor's degree or higher,"G: 50,000 to 74,999",684421
2001/1/12 0:00,00 to 17,Male,No high school diploma,"A: 0 to 4,999",705113
2001/1/12 0:00,18 to 64,Female,No high school diploma,"A: 0 to 4,999",719609
2001/1/12 0:00,18 to 64,Female,Bachelor's degree or higher,"H: 75,000 and over",829905
2001/1/12 0:00,18 to 64,Male,Bachelor's degree or higher,"H: 75,000 and over",1511773
2001/1/13 0:00,00 to 17,Female,"College, less than 4-yr degree","F: 35,000 to 49,999",1283
2001/1/13 0:00,00 to 17,Male,High school or equivalent,"B: 5,000 to 9,999",1405
2001/1/13 0:00,00 to 17,Male,No high school diploma,"E: 25,000 to 34,999",1435
2001/1/13 0:00,00 to 17,Female,"College, less than 4-yr degree","D: 15,000 to 24,999",1689
2001/1/13 0:00,00 to 17,Female,"College, less than 4-yr degree","C: 10,000 to 14,999",1956
2001/1/13 0:00,00 to 17,Male,"College, less than 4-yr degree","C: 10,000 to 14,999",2212
2001/1/13 0:00,65 to 80+,Female,No high school diploma,"H: 75,000 and over",3026
2001/1/13 0:00,18 to 64,Female,No high school diploma,"H: 75,000 and over",3886
2001/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","A: 0 to 4,999",4295
2001/1/13 0:00,00 to 17,Female,"College, less than 4-yr degree","A: 0 to 4,999",4419
2001/1/13 0:00,00 to 17,Male,No high school diploma,"C: 10,000 to 14,999",4907
2001/1/13 0:00,00 to 17,Female,No high school diploma,"D: 15,000 to 24,999",5073
2001/1/13 0:00,00 to 17,Male,No high school diploma,"D: 15,000 to 24,999",6336
2001/1/13 0:00,65 to 80+,Female,No high school diploma,"G: 50,000 to 74,999",7600
2001/1/13 0:00,00 to 17,Female,High school or equivalent,"B: 5,000 to 9,999",8226
2001/1/13 0:00,65 to 80+,Female,High school or equivalent,"H: 75,000 and over",8493
2001/1/13 0:00,65 to 80+,Female,No high school diploma,"F: 35,000 to 49,999",8609
2001/1/13 0:00,00 to 17,Female,High school or equivalent,"A: 0 to 4,999",8651
2001/1/13 0:00,00 to 17,Female,No high school diploma,"C: 10,000 to 14,999",10299
2001/1/13 0:00,65 to 80+,Female,No high school diploma,"E: 25,000 to 34,999",11131
2001/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","A: 0 to 4,999",13731
2001/1/13 0:00,65 to 80+,Male,High school or equivalent,"A: 0 to 4,999",13764
2001/1/13 0:00,00 to 17,Male,No high school diploma,"B: 5,000 to 9,999",14929
2001/1/13 0:00,18 to 64,Female,No high school diploma,"G: 50,000 to 74,999",15944
2001/1/13 0:00,65 to 80+,Female,High school or equivalent,"G: 50,000 to 74,999",20412
2001/1/13 0:00,65 to 80+,Male,No high school diploma,"F: 35,000 to 49,999",21275
2001/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","B: 5,000 to 9,999",21398
2001/1/13 0:00,00 to 17,Female,No high school diploma,"B: 5,000 to 9,999",21792
2001/1/13 0:00,65 to 80+,Male,No high school diploma,"E: 25,000 to 34,999",23400
2001/1/13 0:00,65 to 80+,Male,No high school diploma,"G: 50,000 to 74,999",24001
2001/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"A: 0 to 4,999",24761
2001/1/13 0:00,65 to 80+,Male,High school or equivalent,"H: 75,000 and over",26720
2001/1/13 0:00,65 to 80+,Male,High school or equivalent,"G: 50,000 to 74,999",26962
2001/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"A: 0 to 4,999",29147
2001/1/13 0:00,65 to 80+,Female,High school or equivalent,"F: 35,000 to 49,999",29427
2001/1/13 0:00,18 to 64,Male,No high school diploma,"H: 75,000 and over",30760
2001/1/13 0:00,65 to 80+,Male,No high school diploma,"A: 0 to 4,999",32602
2001/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"B: 5,000 to 9,999",33040
2001/1/13 0:00,65 to 80+,Female,High school or equivalent,"E: 25,000 to 34,999",36333
2001/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","C: 10,000 to 14,999",38857
2001/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","H: 75,000 and over",39607
2001/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"C: 10,000 to 14,999",40105
2001/1/13 0:00,65 to 80+,Male,High school or equivalent,"B: 5,000 to 9,999",41378
2001/1/13 0:00,65 to 80+,Female,High school or equivalent,"A: 0 to 4,999",43226
2001/1/13 0:00,65 to 80+,Female,No high school diploma,"D: 15,000 to 24,999",46652
2001/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"B: 5,000 to 9,999",48558
2001/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","F: 35,000 to 49,999",49614
2001/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"F: 35,000 to 49,999",49722
2001/1/13 0:00,65 to 80+,Male,High school or equivalent,"F: 35,000 to 49,999",52529
2001/1/13 0:00,18 to 64,Female,No high school diploma,"F: 35,000 to 49,999",52571
2001/1/13 0:00,65 to 80+,Male,High school or equivalent,"C: 10,000 to 14,999",53241
2001/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","E: 25,000 to 34,999",56178
2001/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","G: 50,000 to 74,999",57827
2001/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"E: 25,000 to 34,999",58537
2001/1/13 0:00,65 to 80+,Male,No high school diploma,"D: 15,000 to 24,999",59541
2001/1/13 0:00,18 to 64,Female,High school or equivalent,"H: 75,000 and over",61381
2001/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"B: 5,000 to 9,999",67986
2001/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","H: 75,000 and over",70476
2001/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"G: 50,000 to 74,999",70534
2001/1/13 0:00,65 to 80+,Female,No high school diploma,"A: 0 to 4,999",70893
2001/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","G: 50,000 to 74,999",72542
2001/1/13 0:00,65 to 80+,Male,High school or equivalent,"E: 25,000 to 34,999",74106
2001/1/13 0:00,65 to 80+,Male,No high school diploma,"B: 5,000 to 9,999",75138
2001/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","B: 5,000 to 9,999",85075
2001/1/13 0:00,18 to 64,Male,No high school diploma,"G: 50,000 to 74,999",86281
2001/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","F: 35,000 to 49,999",86950
2001/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"C: 10,000 to 14,999",87412
2001/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"F: 35,000 to 49,999",88804
2001/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"E: 25,000 to 34,999",89569
2001/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","E: 25,000 to 34,999",90111
2001/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"H: 75,000 and over",94383
2001/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"D: 15,000 to 24,999",94601
2001/1/13 0:00,18 to 64,Female,No high school diploma,"E: 25,000 to 34,999",99143
2001/1/13 0:00,65 to 80+,Male,No high school diploma,"C: 10,000 to 14,999",102504
2001/1/13 0:00,65 to 80+,Male,High school or equivalent,"D: 15,000 to 24,999",112400
2001/1/13 0:00,65 to 80+,Female,High school or equivalent,"B: 5,000 to 9,999",112957
2001/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","D: 15,000 to 24,999",121937
2001/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"G: 50,000 to 74,999",122689
2001/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"C: 10,000 to 14,999",125136
2001/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"D: 15,000 to 24,999",125756
2001/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","C: 10,000 to 14,999",131819
2001/1/13 0:00,18 to 64,Female,High school or equivalent,"G: 50,000 to 74,999",134465
2001/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"A: 0 to 4,999",138459
2001/1/13 0:00,65 to 80+,Female,No high school diploma,"B: 5,000 to 9,999",150694
2001/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"C: 10,000 to 14,999",160795
2001/1/13 0:00,18 to 64,Male,No high school diploma,"F: 35,000 to 49,999",163709
2001/1/13 0:00,65 to 80+,Female,No high school diploma,"C: 10,000 to 14,999",177955
2001/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","D: 15,000 to 24,999",181219
2001/1/13 0:00,18 to 64,Male,High school or equivalent,"B: 5,000 to 9,999",184943
2001/1/13 0:00,65 to 80+,Female,High school or equivalent,"C: 10,000 to 14,999",194765
2001/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"B: 5,000 to 9,999",199405
2001/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","H: 75,000 and over",200690
2001/1/13 0:00,18 to 64,Male,No high school diploma,"B: 5,000 to 9,999",209881
2001/1/13 0:00,65 to 80+,Female,High school or equivalent,"D: 15,000 to 24,999",221218
2001/1/13 0:00,18 to 64,Female,No high school diploma,"B: 5,000 to 9,999",225537
2001/1/13 0:00,18 to 64,Female,No high school diploma,"C: 10,000 to 14,999",229231
2001/1/13 0:00,18 to 64,Male,High school or equivalent,"H: 75,000 and over",235147
2001/1/13 0:00,18 to 64,Female,High school or equivalent,"F: 35,000 to 49,999",238689
2001/1/13 0:00,18 to 64,Female,High school or equivalent,"B: 5,000 to 9,999",245728
2001/1/13 0:00,18 to 64,Male,No high school diploma,"C: 10,000 to 14,999",248722
2001/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"H: 75,000 and over",250033
2001/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"D: 15,000 to 24,999",252257
2001/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","B: 5,000 to 9,999",258589
2001/1/13 0:00,18 to 64,Male,High school or equivalent,"C: 10,000 to 14,999",258773
2001/1/13 0:00,18 to 64,Female,High school or equivalent,"C: 10,000 to 14,999",265604
2001/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"E: 25,000 to 34,999",282909
2001/1/13 0:00,18 to 64,Female,No high school diploma,"D: 15,000 to 24,999",284092
2001/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","C: 10,000 to 14,999",287720
2001/1/13 0:00,18 to 64,Male,No high school diploma,"E: 25,000 to 34,999",287918
2001/1/13 0:00,18 to 64,Female,High school or equivalent,"E: 25,000 to 34,999",293672
2001/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"A: 0 to 4,999",325064
2001/1/13 0:00,18 to 64,Male,High school or equivalent,"G: 50,000 to 74,999",334524
2001/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"E: 25,000 to 34,999",340393
2001/1/13 0:00,18 to 64,Male,No high school diploma,"A: 0 to 4,999",348812
2001/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"D: 15,000 to 24,999",350595
2001/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","A: 0 to 4,999",356010
2001/1/13 0:00,18 to 64,Male,High school or equivalent,"A: 0 to 4,999",372961
2001/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","B: 5,000 to 9,999",380107
2001/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","C: 10,000 to 14,999",384072
2001/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","G: 50,000 to 74,999",399381
2001/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"F: 35,000 to 49,999",405494
2001/1/13 0:00,18 to 64,Male,High school or equivalent,"D: 15,000 to 24,999",425530
2001/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","E: 25,000 to 34,999",432793
2001/1/13 0:00,18 to 64,Male,High school or equivalent,"E: 25,000 to 34,999",438925
2001/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","G: 50,000 to 74,999",449846
2001/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","E: 25,000 to 34,999",453189
2001/1/13 0:00,18 to 64,Male,High school or equivalent,"F: 35,000 to 49,999",456199
2001/1/13 0:00,18 to 64,Female,High school or equivalent,"D: 15,000 to 24,999",466935
2001/1/13 0:00,18 to 64,Male,No high school diploma,"D: 15,000 to 24,999",473160
2001/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","F: 35,000 to 49,999",473400
2001/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","H: 75,000 and over",490899
2001/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","F: 35,000 to 49,999",497833
2001/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","D: 15,000 to 24,999",502982
2001/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"F: 35,000 to 49,999",510047
2001/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","A: 0 to 4,999",531822
2001/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"G: 50,000 to 74,999",599541
2001/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","D: 15,000 to 24,999",617513
2001/1/13 0:00,18 to 64,Female,No high school diploma,"A: 0 to 4,999",637445
2001/1/13 0:00,00 to 17,Female,No high school diploma,"A: 0 to 4,999",652219
2001/1/13 0:00,00 to 17,Male,No high school diploma,"A: 0 to 4,999",660627
2001/1/13 0:00,18 to 64,Female,High school or equivalent,"A: 0 to 4,999",664769
2001/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"G: 50,000 to 74,999",675331
2001/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"H: 75,000 and over",917079
2001/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"H: 75,000 and over",1643095
2001/1/14 0:00,00 to 17,Female,"College, less than 4-yr degree","B: 5,000 to 9,999",1356
2001/1/14 0:00,00 to 17,Female,High school or equivalent,"B: 5,000 to 9,999",1583
2001/1/14 0:00,00 to 17,Male,"College, less than 4-yr degree","D: 15,000 to 24,999",1664
2001/1/14 0:00,00 to 17,Male,High school or equivalent,"B: 5,000 to 9,999",2048
2001/1/14 0:00,18 to 64,Female,No high school diploma,"H: 75,000 and over",2058
2001/1/14 0:00,65 to 80+,Male,No high school diploma,"H: 75,000 and over",2153
2001/1/14 0:00,00 to 17,Female,High school or equivalent,"E: 25,000 to 34,999",2190
2001/1/14 0:00,00 to 17,Female,Bachelor's degree or higher,"D: 15,000 to 24,999",2471
2001/1/14 0:00,00 to 17,Female,"College, less than 4-yr degree","D: 15,000 to 24,999",2776
2001/1/14 0:00,00 to 17,Female,High school or equivalent,"D: 15,000 to 24,999",3116
2001/1/14 0:00,00 to 17,Female,No high school diploma,"G: 50,000 to 74,999",3265
2001/1/14 0:00,00 to 17,Male,No high school diploma,"D: 15,000 to 24,999",3920
2001/1/14 0:00,00 to 17,Male,High school or equivalent,"C: 10,000 to 14,999",4355
2001/1/14 0:00,65 to 80+,Female,No high school diploma,"G: 50,000 to 74,999",4666
2001/1/14 0:00,65 to 80+,Female,High school or equivalent,"H: 75,000 and over",7122
2001/1/14 0:00,65 to 80+,Female,No high school diploma,"F: 35,000 to 49,999",7261
2001/1/14 0:00,65 to 80+,Male,No high school diploma,"G: 50,000 to 74,999",8569
